Name,Country.Code,Indicator.Name.x,Indicator.Code.x,X2019.x,gdpcap,Country.Name.y,Indicator.Name.y,Indicator.Code.y,X2019.y,urbpop,Country.Name.x.x,Indicator.Name.x.x,Indicator.Code.x.x,HealthExppCap,Country.Name.y.y,Indicator.Name.y.y,Indicator.Code.y.y,X2019,AirTransport,Country.Name.x.x.x,AgeDependancy,Country.Name.y.y.y,Indicator.Name.x.x.x,MilitaryEx,Country.Name.x.x.x.x,Indicator.Name.y.y.y,HospitalBeds,Country.Name.y.y.y.y,Indicator.Name,PovertyRate,WHO.Region,totalcases,Cases...cumulative.total.per.100000.population,Cases...newly.reported.in.last.7.days,Cases...newly.reported.in.last.7.days.per.100000.population,Cases...newly.reported.in.last.24.hours,totaldeaths,Deaths...cumulative.total.per.100000.population,Deaths...newly.reported.in.last.7.days,Deaths...newly.reported.in.last.7.days.per.100000.population,Deaths...newly.reported.in.last.24.hours,deathrate
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,709.5400432,659.27,Chad,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.279,23.52,Chad,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,29.85083008,Chad,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Chad,96.03567961,Chad,Military expenditure (% of GDP),3.078405674,Chad,"Hospital beds (per 1,000 people)",NA,Chad,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),33.2,Africa,7378,44.917,31,0.189,0,192,1.169,0,0,0,0.026023312550826783
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,893.3524541,914.95,Togo,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.248,42.8,Togo,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,51.1550293,Togo,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,11931,6191,Togo,77.12079985,Togo,Military expenditure (% of GDP),2.014240018,Togo,"Hospital beds (per 1,000 people)",0.7,Togo,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),24.1,Africa,36957,446.409,7,0.085,0,272,3.286,0,0,0,0.00735990475417377
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,7817.009671,7186.87,Thailand,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.692,51.43,Thailand,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,296.1651001,Thailand,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,483580,224142.333,Thailand,41.86456271,Thailand,Military expenditure (% of GDP),1.473849739,Thailand,"Hospital beds (per 1,000 people)",NA,Thailand,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,South-East Asia,3973003,5691.983,165095,236.526,24134,26510,37.98,722,1.034,115,0.006672534604177243
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,890.5444024,859.14,Tajikistan,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.309,27.506,Tajikistan,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,61.87225342,Tajikistan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,4283,2530,Tajikistan,67.9256043,Tajikistan,Military expenditure (% of GDP),1.010689752,Tajikistan,"Hospital beds (per 1,000 people)",4.67,Tajikistan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),4.1,Europe,17786,186.482,0,0,0,125,1.311,0,0,0,0.0070279995502080285
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,7612.03518,NA,Turkmenistan,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.048,52.516,Turkmenistan,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,500.0064392,Turkmenistan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,17075,9671.143,Turkmenistan,55.18263305,Turkmenistan,Military expenditure (% of GDP),NA,Turkmenistan,"Hospital beds (per 1,000 people)",4.03,Turkmenistan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),48,Europe,0,0,0,0,0,0,0,0,0,0,NA
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1583.713576,1442.73,Timor-Leste,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.947,31.32,Timor-Leste,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,92.67004395,Timor-Leste,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Timor-Leste,69.8226605,Timor-Leste,Military expenditure (% of GDP),1.162197723,Timor-Leste,"Hospital beds (per 1,000 people)",5.9,Timor-Leste,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),22,South-East Asia,22851,1733.178,9,0.683,3,130,9.86,0,0,0,0.005689028926524003
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,4903.012138,4624.82,Tonga,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.107,23.099,Tonga,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,242.37277219999999,Tonga,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Tonga,68.59189077,Tonga,Military expenditure (% of GDP),NA,Tonga,"Hospital beds (per 1,000 people)",2.6,Tonga,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1,Western Pacific,8761,8288.945,1233,1166.564,202,11,10.407,2,1.892,0,0.0012555644332838717
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,16637.16294,15425.64,Trinidad and Tobago,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.187,53.214,Trinidad and Tobago,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1167.933105,Trinidad and Tobago,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,35175,12546,Trinidad and Tobago,46.14933958,Trinidad and Tobago,Military expenditure (% of GDP),0.68473552,Trinidad and Tobago,"Hospital beds (per 1,000 people)",3.02,Trinidad and Tobago,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,140781,10059.465,1667,119.115,324,3787,270.599,21,1.501,4,0.026899936781241786
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3574.654024,3521.59,Tunisia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.254,69.568,Tunisia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,233.0593109,Tunisia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,36763,14170,Tunisia,49.61914184,Tunisia,Military expenditure (% of GDP),2.90774447,Tunisia,"Hospital beds (per 1,000 people)",2.18,Tunisia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.2,Eastern Mediterranean,1038668,8788.404,1310,11.084,0,28509,241.221,84,0.711,0,0.027447654110841962
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,9121.515167,8536.43,Turkey,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.63,76.105,Turkey,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,396.4668274,Turkey,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,742503,364856.074,Turkey,49.08267183,Turkey,Military expenditure (% of GDP),2.772472019,Turkey,"Hospital beds (per 1,000 people)",2.81,Turkey,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Europe,14978031,17759.304,48126,57.063,5529,98493,116.782,218,0.258,31,0.0065758309620269845
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,4055.89561,4143.11,Tuvalu,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.215,64.014,Tuvalu,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,972.6124268,Tuvalu,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Tuvalu,NA,Tuvalu,Military expenditure (% of GDP),NA,Tuvalu,"Hospital beds (per 1,000 people)",NA,Tuvalu,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.3,Western Pacific,0,0,0,0,0,0,0,0,0,0,NA
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,798.5857341,822.03,Uganda,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.361,24.954,Uganda,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,32.40844345,Uganda,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,3417.3,1839.48345,Uganda,92.31354613,Uganda,Military expenditure (% of GDP),2.597144665,Uganda,"Hospital beds (per 1,000 people)",0.5,Uganda,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),41.3,Africa,163944,358.418,29,0.063,0,3597,7.864,1,0.002,0,0.021940418679549115
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,3661.456204,3724.94,Ukraine,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.473,69.608,Ukraine,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,248.1334839,Ukraine,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,62113.332,20486.333,Ukraine,49.11943575,Ukraine,Military expenditure (% of GDP),4.129198321,Ukraine,"Hospital beds (per 1,000 people)",7.46,Ukraine,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Europe,4990465,11411.013,10241,23.417,1575,108220,247.452,122,0.279,26,0.02168535397002083
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,17688.01501,15438.41,Uruguay,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.426,95.515,Uruguay,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1660.952881,Uruguay,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Uruguay,54.85318328,Uruguay,Military expenditure (% of GDP),2.321460478,Uruguay,"Hospital beds (per 1,000 people)",2.43,Uruguay,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.1,Americas,894630,25754.161,3650,105.074,363,7186,206.867,15,0.432,3,0.008032370924292724
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,65279.52903,63593.44,United States,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.459,82.664,United States,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,10921.0127,United States,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,10099031,6175504,United States,53.85248134,United States,Military expenditure (% of GDP),3.741160091,United States,"Hospital beds (per 1,000 people)",2.87,United States,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1,Americas,79716960,24083.481,214867,64.914,28845,979321,295.865,3658,1.105,776,0.01228497674773348
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1784.009816,1750.7,Uzbekistan,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.433,50.416,Uzbekistan,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,98.57316589,Uzbekistan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,25300,7424,Uzbekistan,50.57724418,Uzbekistan,Military expenditure (% of GDP),3.55,Uzbekistan,"Hospital beds (per 1,000 people)",3.98,Uzbekistan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),60,Europe,238176,711.627,209,0.624,31,1637,4.891,0,0,0,0.006873068655112186
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,NA,NA,"Venezuela, RB",Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.24,88.279,"Venezuela, RB",Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,338.8253784,"Venezuela, RB","Air transport, registered carrier departures worldwide",IS.AIR.DPRT,16027,3859,"Venezuela, RB",54.40527785,"Venezuela, RB",Military expenditure (% of GDP),2.33,"Venezuela, RB","Hospital beds (per 1,000 people)",0.87,"Venezuela, RB",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),6.7,Americas,521618,1834.362,588,2.068,72,5697,20.035,9,0.032,1,0.010921785674574113
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,NA,NA,British Virgin Islands,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.116,48.515,British Virgin Islands,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,British Virgin Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,British Virgin Islands,NA,British Virgin Islands,Military expenditure (% of GDP),NA,British Virgin Islands,"Hospital beds (per 1,000 people)",NA,British Virgin Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,6162,20379.006,7,23.15,0,62,205.047,0,0,0,0.010061668289516391
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,38136.66576,NA,Virgin Islands (U.S.),Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.832,95.939,Virgin Islands (U.S.),Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Virgin Islands (U.S.),"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Virgin Islands (U.S.),65.97957463,Virgin Islands (U.S.),Military expenditure (% of GDP),NA,Virgin Islands (U.S.),"Hospital beds (per 1,000 people)",NA,Virgin Islands (U.S.),Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,15836,15164.951,110,105.339,35,111,106.296,0,0,0,0.007009345794392523
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,3116.297759,2870.09,Vanuatu,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.394,25.525,Vanuatu,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,104.2496109,Vanuatu,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,13866,9731.258,Vanuatu,72.4699448,Vanuatu,Military expenditure (% of GDP),NA,Vanuatu,"Hospital beds (per 1,000 people)",1.7,Vanuatu,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),13.1,Western Pacific,5543,1804.685,751,244.51,0,6,1.953,3,0.977,0,0.0010824463287028685
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4322.868457,4067.84,Samoa,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.056,17.889,Samoa,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,271.9157715,Samoa,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,6220,1352,Samoa,73.25747917,Samoa,Military expenditure (% of GDP),NA,Samoa,"Hospital beds (per 1,000 people)",1,Samoa,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.1,Western Pacific,4092,2062.354,1035,521.637,0,9,4.536,6,3.024,0,0.0021994134897360706
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,4416.108358,4346.64,Kosovo,Urban population (% of total population),SP.URB.TOTL.IN.ZS,NA,NA,Kosovo,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Kosovo,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Kosovo,NA,Kosovo,Military expenditure (% of GDP),1.060552509,Kosovo,"Hospital beds (per 1,000 people)",NA,Kosovo,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.4,Europe,227746,12683.094,161,8.966,23,3128,174.197,1,0.056,0,0.01373459907089477
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,NA,NA,"Yemen, Rep.",Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.273,37.908,"Yemen, Rep.",Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,"Yemen, Rep.","Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,560,"Yemen, Rep.",71.7127743,"Yemen, Rep.",Military expenditure (% of GDP),NA,"Yemen, Rep.","Hospital beds (per 1,000 people)",0.71,"Yemen, Rep.",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),18,Eastern Mediterranean,11815,39.613,3,0.01,1,2147,7.198,3,0.01,0,0.18171815488785442
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6624.761865,5655.87,South Africa,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.856,67.354,South Africa,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,546.6884155,South Africa,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,248747,88578.633,South Africa,52.23147889,South Africa,Military expenditure (% of GDP),1.074193443,South Africa,"Hospital beds (per 1,000 people)",2.3,South Africa,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),18,Africa,3735578,6298.534,8370,14.113,1659,100132,168.832,62,0.105,16,0.026804954949408096
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1305.001031,985.13,Zambia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.072,44.629,Zambia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,69.32437897,Zambia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1298,777.3744,Zambia,85.69898248,Zambia,Military expenditure (% of GDP),1.154225462,Zambia,"Hospital beds (per 1,000 people)",2,Zambia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),58.7,Africa,317804,1728.703,446,2.426,0,3968,21.584,1,0.005,0,0.012485682999584649
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1316.740657,1214.51,Zimbabwe,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.21,32.242,Zimbabwe,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,103.0282722,Zimbabwe,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,3450,Zimbabwe,81.57149601,Zimbabwe,Military expenditure (% of GDP),0.69,Zimbabwe,"Hospital beds (per 1,000 people)",1.7,Zimbabwe,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),33.9,Africa,247160,1662.93,357,2.402,66,5460,36.736,7,0.047,0,0.022090953228677778
